3003250|FM_1/12|5|-001||CE|WAIT FOR SUB/IL
3003250|SM_2/11|15|-001|P05|CE|WAIT FOR SUB/IL
3003250|SM_3/10|25|-001|P04|CE|WAIT FOR SUB/IL
3003250|SM_4/9|35|-001|P03|CE|WAIT FOR SUB/IL
3003250|SM_5/8|45|-001|P02|CE|WAIT FOR SUB/IL
3003250|SM_6/7|55|-001|P01|CE|WAIT FOR SUB/IL
